Net,Group,Vnet1,Vnet2
_DRAM_CORE.BANK3.net475,4,VEXT,VOFF
_DRAM_CORE.BANK3.net476,4,VDD,VDD
_DRAM_CORE.BANK3.net477,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net478,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net479,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net480,4,VDD,VOFF
_DRAM_CORE.BANK0.net481,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net482,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net483,1,VON,VON
_DRAM_CORE.BANK0.net484,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net485,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net486,1,VDD,VDDQ
_DRAM_CORE.BANK0.net487,1,VDDQ,VSS
_DRAM_CORE.BANK0.net488,1,VEXT,VOFF
_DRAM_CORE.BANK0.net489,1,VON,VDDQ
_DRAM_CORE.BANK0.net490,1,VDD,VOFF
_DRAM_CORE.BANK1.net491,2,VDD,VDD
_DRAM_CORE.BANK1.net492,2,VSS,VSSQ
_DRAM_CORE.BANK1.net493,2,VON,VDD
_DRAM_CORE.BANK1.net494,2,VDD,VOFF
_DRAM_CORE.BANK1.net495,2,VDDQ,VDD
_DRAM_CORE.BANK1.net496,2,VSS,VSS
_DRAM_CORE.BANK1.net497,2,VON,VON
_DRAM_CORE.BANK1.net498,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net499,2,VEXT,VSS
_DRAM_CORE.BANK1.net500,2,VON,VON
_DRAM_CORE.BANK2.net501,3,VDD,VSS
_DRAM_CORE.BANK2.net502,3,VON,VDD
_DRAM_CORE.BANK2.net503,3,VOFF,VSS
_DRAM_CORE.BANK2.net504,3,VDD,VSSQ
_DRAM_CORE.BANK2.net505,3,VOFF,VSS
_DRAM_CORE.BANK2.net506,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net507,3,VON,VOFF
_DRAM_CORE.BANK2.net508,3,VON,VDD
_DRAM_CORE.BANK2.net509,3,VDD,VON
_DRAM_CORE.BANK2.net510,3,VEXT,VSS
_DRAM_CORE.BANK3.net511,4,VSS,VSSQ
_DRAM_CORE.BANK3.net512,4,VDDQ,VSS
_DRAM_CORE.BANK3.net513,4,VEXT,VDD
_DRAM_CORE.BANK3.net514,4,VOFF,VOFF
_DRAM_CORE.BANK3.net515,4,VOFF,VDD
_DRAM_CORE.BANK3.net516,4,VOFF,VSS
_DRAM_CORE.BANK3.net517,4,VON,VDD
_DRAM_CORE.BANK3.net518,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net519,4,VSS,VSSQ
_DRAM_CORE.BANK3.net520,4,VSSQ,VDD
_DRAM_CORE.BANK0.net521,1,VDDQ,VDD
_DRAM_CORE.BANK0.net522,1,VEXT,VOFF
_DRAM_CORE.BANK0.net523,1,VEXT,VOFF
_DRAM_CORE.BANK0.net524,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net525,1,VDDQ,VDD
_DRAM_CORE.BANK0.net526,1,VDD,VSS
_DRAM_CORE.BANK0.net527,1,VOFF,VEXT
_DRAM_CORE.BANK0.net528,1,VOFF,VEXT
_DRAM_CORE.BANK0.net529,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net530,1,VDD,VON
_DRAM_CORE.BANK1.net531,2,VDDQ,VON
_DRAM_CORE.BANK1.net532,2,VDD,VDD
_DRAM_CORE.BANK1.net533,2,VEXT,VON
_DRAM_CORE.BANK1.net534,2,VOFF,VOFF
_DRAM_CORE.BANK1.net535,2,VSSQ,VDD
_DRAM_CORE.BANK1.net536,2,VON,VOFF
_DRAM_CORE.BANK1.net537,2,VON,VSSQ
_DRAM_CORE.BANK1.net538,2,VSSQ,VON
_DRAM_CORE.BANK1.net539,2,VDD,VEXT
_DRAM_CORE.BANK1.net540,2,VSSQ,VDDQ
_DRAM_CORE.BANK2.net541,3,VON,VOFF
_DRAM_CORE.BANK2.net542,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net543,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net544,3,VDD,VSS
_DRAM_CORE.BANK2.net545,3,VSS,VDDQ
_DRAM_CORE.BANK2.net546,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net547,3,VSSQ,VSS
_DRAM_CORE.BANK2.net548,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net549,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net550,3,VSS,VON
_DRAM_CORE.BANK3.net551,4,VON,VDD
_DRAM_CORE.BANK3.net552,4,VSS,VDDQ
_DRAM_CORE.BANK3.net553,4,VDDQ,VDD
_DRAM_CORE.BANK3.net554,4,VOFF,VEXT
_DRAM_CORE.BANK3.net555,4,VSSQ,VOFF
_DRAM_CORE.BANK3.net556,4,VSS,VSS
_DRAM_CORE.BANK3.net557,4,VEXT,VDD
_DRAM_CORE.BANK3.net558,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net559,4,VSS,VSS
_DRAM_CORE.BANK3.net560,4,VOFF,VSSQ
_DRAM_CORE.BANK0.net561,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net562,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net563,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net564,1,VON,VON
_DRAM_CORE.BANK0.net565,1,VON,VDD
_DRAM_CORE.BANK0.net566,1,VSS,VSSQ
_DRAM_CORE.BANK0.net567,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net568,1,VSS,VSSQ
_DRAM_CORE.BANK0.net569,1,VEXT,VON
_DRAM_CORE.BANK0.net570,1,VSSQ,VDDQ
_DRAM_CORE.BANK1.net571,2,VDDQ,VDDQ
_DRAM_CORE.BANK1.net572,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net573,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net574,2,VON,VSSQ
_DRAM_CORE.BANK1.net575,2,VEXT,VON
_DRAM_CORE.BANK1.net576,2,VDD,VDDQ
_DRAM_CORE.BANK1.net577,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net578,2,VON,VDD
_DRAM_CORE.BANK1.net579,2,VON,VSS
_DRAM_CORE.BANK1.net580,2,VDD,VSSQ
_DRAM_CORE.BANK2.net581,3,VSS,VSSQ
_DRAM_CORE.BANK2.net582,3,VON,VDD
_DRAM_CORE.BANK2.net583,3,VSSQ,VDD
_DRAM_CORE.BANK2.net584,3,VOFF,VEXT
_DRAM_CORE.BANK2.net585,3,VON,VSSQ
_DRAM_CORE.BANK2.net586,3,VOFF,VSS
_DRAM_CORE.BANK2.net587,3,VON,VEXT
_DRAM_CORE.BANK2.net588,3,VDD,VSSQ
_DRAM_CORE.BANK2.net589,3,VOFF,VDD
_DRAM_CORE.BANK2.net590,3,VSS,VSSQ
_DRAM_CORE.BANK3.net591,4,VSS,VSSQ
_DRAM_CORE.BANK3.net592,4,VON,VSS
_DRAM_CORE.BANK3.net593,4,VOFF,VEXT
_DRAM_CORE.BANK3.net594,4,VOFF,VDD
_DRAM_CORE.BANK3.net595,4,VOFF,VSS
_DRAM_CORE.BANK3.net596,4,VOFF,VOFF
_DRAM_CORE.BANK3.net597,4,VON,VSS
_DRAM_CORE.BANK3.net598,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net599,4,VSS,VOFF
_DRAM_CORE.BANK3.net600,4,VSSQ,VON
_DRAM_CORE.BANK0.net601,1,VDDQ,VDD
_DRAM_CORE.BANK0.net602,1,VDDQ,VSS
_DRAM_CORE.BANK0.net603,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net604,1,VEXT,VSSQ
_DRAM_CORE.BANK0.net605,1,VEXT,VSS
_DRAM_CORE.BANK0.net606,1,VDD,VSSQ
_DRAM_CORE.BANK0.net607,1,VDDQ,VDD
_DRAM_CORE.BANK0.net608,1,VDD,VDDQ
_DRAM_CORE.BANK0.net609,1,VSS,VDD
_DRAM_CORE.BANK0.net610,1,VON,VOFF
_DRAM_CORE.BANK1.net611,2,VDD,VDDQ
_DRAM_CORE.BANK1.net612,2,VOFF,VON
_DRAM_CORE.BANK1.net613,2,VSS,VEXT
_DRAM_CORE.BANK1.net614,2,VSS,VEXT
_DRAM_CORE.BANK1.net615,2,VDD,VEXT
_DRAM_CORE.BANK1.net616,2,VEXT,VSS
_DRAM_CORE.BANK1.net617,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net618,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net619,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net620,2,VSS,VDD
_DRAM_CORE.BANK2.net621,3,VON,VOFF
_DRAM_CORE.BANK2.net622,3,VEXT,VEXT
_DRAM_CORE.BANK2.net623,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net624,3,VDDQ,VDD
_DRAM_CORE.BANK2.net625,3,VSSQ,VDD
_DRAM_CORE.BANK2.net626,3,VON,VOFF
_DRAM_CORE.BANK2.net627,3,VOFF,VDD
_DRAM_CORE.BANK2.net628,3,VDD,VOFF
_DRAM_CORE.BANK2.net629,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net630,3,VOFF,VDD
_DRAM_CORE.BANK3.net631,4,VOFF,VDD
_DRAM_CORE.BANK3.net632,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net633,4,VON,VEXT
_DRAM_CORE.BANK3.net634,4,VSSQ,VOFF
_DRAM_CORE.BANK3.net635,4,VSS,VDDQ
_DRAM_CORE.BANK3.net636,4,VSSQ,VSS
_DRAM_CORE.BANK3.net637,4,VSS,VSSQ
_DRAM_CORE.BANK3.net638,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net639,4,VDD,VSS
_DRAM_CORE.BANK3.net640,4,VOFF,VSSQ
_DRAM_CORE.BANK0.net641,1,VSS,VDD
_DRAM_CORE.BANK0.net642,1,VDD,VOFF
_DRAM_CORE.BANK0.net643,1,VON,VSS
_DRAM_CORE.BANK0.net644,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net645,1,VSS,VON
_DRAM_CORE.BANK0.net646,1,VEXT,VEXT
_DRAM_CORE.BANK0.net647,1,VDD,VSS
_DRAM_CORE.BANK0.net648,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net649,1,VDD,VON
_DRAM_CORE.BANK0.net650,1,VSS,VON
_DRAM_CORE.BANK1.net651,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net652,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net653,2,VOFF,VON
_DRAM_CORE.BANK1.net654,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net655,2,VSS,VDD
_DRAM_CORE.BANK1.net656,2,VOFF,VSS
_DRAM_CORE.BANK1.net657,2,VOFF,VOFF
_DRAM_CORE.BANK1.net658,2,VDD,VON
_DRAM_CORE.BANK1.net659,2,VSS,VEXT
_DRAM_CORE.BANK1.net660,2,VEXT,VDDQ
_DRAM_CORE.BANK2.net661,3,VSS,VSS
_DRAM_CORE.BANK2.net662,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net663,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net664,3,VSSQ,VON
_DRAM_CORE.BANK2.net665,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net666,3,VOFF,VON
_DRAM_CORE.BANK2.net667,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net668,3,VDD,VOFF
_DRAM_CORE.BANK2.net669,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net670,3,VSS,VDDQ
_DRAM_CORE.BANK3.net671,4,VSSQ,VON
_DRAM_CORE.BANK3.net672,4,VON,VOFF
_DRAM_CORE.BANK3.net673,4,VDD,VSS
_DRAM_CORE.BANK3.net674,4,VDD,VEXT
_DRAM_CORE.BANK3.net675,4,VSS,VDDQ
_DRAM_CORE.BANK3.net676,4,VDD,VSS
_DRAM_CORE.BANK3.net677,4,VON,VOFF
_DRAM_CORE.BANK3.net678,4,VSSQ,VON
_DRAM_CORE.BANK3.net679,4,VDDQ,VDD
_DRAM_CORE.BANK3.net680,4,VEXT,VDDQ
_DRAM_CORE.BANK0.net681,1,VDD,VSS
_DRAM_CORE.BANK0.net682,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net683,1,VDDQ,VON
_DRAM_CORE.BANK0.net684,1,VON,VDD
_DRAM_CORE.BANK0.net685,1,VON,VDD
_DRAM_CORE.BANK0.net686,1,VEXT,VON
_DRAM_CORE.BANK0.net687,1,VOFF,VSS
_DRAM_CORE.BANK0.net688,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net689,1,VSSQ,VDD
_DRAM_CORE.BANK0.net690,1,VOFF,VDDQ
_DRAM_CORE.BANK1.net691,2,VSS,VON
_DRAM_CORE.BANK1.net692,2,VON,VON
_DRAM_CORE.BANK1.net693,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net694,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net695,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net696,2,VSS,VEXT
_DRAM_CORE.BANK1.net697,2,VSSQ,VDD
_DRAM_CORE.BANK1.net698,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net699,2,VDD,VSSQ
_DRAM_CORE.BANK1.net700,2,VDDQ,VDD
_DRAM_CORE.BANK2.net701,3,VDD,VON
_DRAM_CORE.BANK2.net702,3,VDD,VDDQ
_DRAM_CORE.BANK2.net703,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net704,3,VSSQ,VDD
_DRAM_CORE.BANK2.net705,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net706,3,VSS,VDD
_DRAM_CORE.BANK2.net707,3,VSSQ,VDDQ
_DRAM_CORE.BANK2.net708,3,VON,VSSQ
_DRAM_CORE.BANK2.net709,3,VEXT,VDD
_DRAM_CORE.BANK2.net710,3,VON,VDD
_DRAM_CORE.BANK3.net711,4,VSS,VDD
_DRAM_CORE.BANK3.net712,4,VDDQ,VON
_DRAM_CORE.BANK3.net713,4,VSS,VON
_DRAM_CORE.BANK3.net714,4,VDD,VOFF
_DRAM_CORE.BANK3.net715,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net716,4,VOFF,VDDQ
_DRAM_CORE.BANK3.net717,4,VOFF,VDDQ
_DRAM_CORE.BANK3.net718,4,VDDQ,VON
_DRAM_CORE.BANK3.net719,4,VEXT,VSS
_DRAM_CORE.BANK3.net720,4,VDDQ,VDD
_DRAM_CORE.BANK0.net721,1,VON,VDDQ
_DRAM_CORE.BANK0.net722,1,VDDQ,VDD
_DRAM_CORE.BANK0.net723,1,VEXT,VSS
_DRAM_CORE.BANK0.net724,1,VDD,VDD
_DRAM_CORE.BANK0.net725,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net726,1,VDDQ,VON
_DRAM_CORE.BANK0.net727,1,VSSQ,VON
_DRAM_CORE.BANK0.net728,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net729,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net730,1,VDDQ,VDDQ
_DRAM_CORE.BANK1.net731,2,VEXT,VEXT
_DRAM_CORE.BANK1.net732,2,VOFF,VOFF
_DRAM_CORE.BANK1.net733,2,VDD,VON
_DRAM_CORE.BANK1.net734,2,VDD,VSS
_DRAM_CORE.BANK1.net735,2,VDD,VEXT
_DRAM_CORE.BANK1.net736,2,VSS,VDDQ
_DRAM_CORE.BANK1.net737,2,VEXT,VOFF
_DRAM_CORE.BANK1.net738,2,VSS,VDDQ
_DRAM_CORE.BANK1.net739,2,VDDQ,VON
_DRAM_CORE.BANK1.net740,2,VDD,VSSQ
_DRAM_CORE.BANK2.net741,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net742,3,VSS,VSS
_DRAM_CORE.BANK2.net743,3,VSSQ,VOFF
_DRAM_CORE.BANK2.net744,3,VDDQ,VSS
_DRAM_CORE.BANK2.net745,3,VOFF,VON
_DRAM_CORE.BANK2.net746,3,VON,VSS
_DRAM_CORE.BANK2.net747,3,VEXT,VON
_DRAM_CORE.BANK2.net748,3,VOFF,VSS
_DRAM_CORE.BANK2.net749,3,VSSQ,VSS
_DRAM_CORE.BANK2.net750,3,VOFF,VSSQ
_DRAM_CORE.BANK3.net751,4,VOFF,VDDQ
_DRAM_CORE.BANK3.net752,4,VON,VOFF
_DRAM_CORE.BANK3.net753,4,VEXT,VEXT
_DRAM_CORE.BANK3.net754,4,VSSQ,VDD
_DRAM_CORE.BANK3.net755,4,VDDQ,VDD
_DRAM_CORE.BANK3.net756,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net757,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net758,4,VEXT,VOFF
_DRAM_CORE.BANK3.net759,4,VDDQ,VON
_DRAM_CORE.BANK3.net760,4,VSSQ,VSSQ
_DRAM_CORE.BANK0.net761,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net762,1,VDDQ,VDD
_DRAM_CORE.BANK0.net763,1,VOFF,VDD
_DRAM_CORE.BANK0.net764,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net765,1,VEXT,VEXT
_DRAM_CORE.BANK0.net766,1,VDDQ,VON
_DRAM_CORE.BANK0.net767,1,VSSQ,VSS
_DRAM_CORE.BANK0.net768,1,VSSQ,VON
_DRAM_CORE.BANK0.net769,1,VEXT,VON
_DRAM_CORE.BANK0.net770,1,VDD,VSS
_DRAM_CORE.BANK1.net771,2,VOFF,VOFF
_DRAM_CORE.BANK1.net772,2,VDD,VDD
_DRAM_CORE.BANK1.net773,2,VSS,VDD
_DRAM_CORE.BANK1.net774,2,VSSQ,VDD
_DRAM_CORE.BANK1.net775,2,VSS,VON
_DRAM_CORE.BANK1.net776,2,VDD,VDD
_DRAM_CORE.BANK1.net777,2,VON,VON
_DRAM_CORE.BANK1.net778,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net779,2,VSSQ,VDD
_DRAM_CORE.BANK1.net780,2,VSS,VSSQ
_DRAM_CORE.BANK2.net781,3,VSSQ,VDD
_DRAM_CORE.BANK2.net782,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net783,3,VDD,VDDQ
_DRAM_CORE.BANK2.net784,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net785,3,VDD,VOFF
_DRAM_CORE.BANK2.net786,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net787,3,VEXT,VSS
_DRAM_CORE.BANK2.net788,3,VSS,VOFF
_DRAM_CORE.BANK2.net789,3,VDDQ,VSS
_DRAM_CORE.BANK2.net790,3,VON,VSSQ
_DRAM_CORE.BANK3.net791,4,VSSQ,VSS
_DRAM_CORE.BANK3.net792,4,VOFF,VDD
_DRAM_CORE.BANK3.net793,4,VEXT,VON
_DRAM_CORE.BANK3.net794,4,VEXT,VSS
_DRAM_CORE.BANK3.net795,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net796,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net797,4,VDD,VON
_DRAM_CORE.BANK3.net798,4,VON,VDDQ
_DRAM_CORE.BANK3.net799,4,VEXT,VSSQ
_DRAM_CORE.BANK3.net800,4,VDD,VOFF
_DRAM_CORE.BANK0.net801,1,VDD,VDD
_DRAM_CORE.BANK0.net802,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net803,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net804,1,VSS,VSSQ
_DRAM_CORE.BANK0.net805,1,VSS,VDDQ
_DRAM_CORE.BANK0.net806,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net807,1,VDDQ,VDD
_DRAM_CORE.BANK0.net808,1,VEXT,VEXT
_DRAM_CORE.BANK0.net809,1,VSSQ,VDD
_DRAM_CORE.BANK0.net810,1,VDD,VDDQ
_DRAM_CORE.BANK1.net811,2,VDD,VDDQ
_DRAM_CORE.BANK1.net812,2,VOFF,VSS
_DRAM_CORE.BANK1.net813,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net814,2,VSSQ,VON
_DRAM_CORE.BANK1.net815,2,VOFF,VDD
_DRAM_CORE.BANK1.net816,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net817,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net818,2,VSS,VSSQ
_DRAM_CORE.BANK1.net819,2,VON,VDD
_DRAM_CORE.BANK1.net820,2,VDDQ,VSS
_DRAM_CORE.BANK2.net821,3,VDD,VOFF
_DRAM_CORE.BANK2.net822,3,VSS,VSSQ
_DRAM_CORE.BANK2.net823,3,VDD,VSSQ
_DRAM_CORE.BANK2.net824,3,VSSQ,VON
_DRAM_CORE.BANK2.net825,3,VDD,VOFF
_DRAM_CORE.BANK2.net826,3,VDDQ,VDD
_DRAM_CORE.BANK2.net827,3,VEXT,VDDQ
_DRAM_CORE.BANK2.net828,3,VSSQ,VSS
_DRAM_CORE.BANK2.net829,3,VON,VSSQ
_DRAM_CORE.BANK2.net830,3,VSSQ,VON
_DRAM_CORE.BANK3.net831,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net832,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net833,4,VSSQ,VON
_DRAM_CORE.BANK3.net834,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net835,4,VDDQ,VON
_DRAM_CORE.BANK3.net836,4,VON,VEXT
_DRAM_CORE.BANK3.net837,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net838,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net839,4,VDD,VSSQ
_DRAM_CORE.BANK3.net840,4,VEXT,VSS
_DRAM_CORE.BANK0.net841,1,VDDQ,VSS
_DRAM_CORE.BANK0.net842,1,VSS,VDDQ
_DRAM_CORE.BANK0.net843,1,VSS,VSS
_DRAM_CORE.BANK0.net844,1,VOFF,VSS
_DRAM_CORE.BANK0.net845,1,VDD,VDDQ
_DRAM_CORE.BANK0.net846,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net847,1,VSS,VDDQ
_DRAM_CORE.BANK0.net848,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net849,1,VOFF,VOFF
_DRAM_CORE.BANK0.net850,1,VEXT,VON
_DRAM_CORE.BANK1.net851,2,VON,VOFF
_DRAM_CORE.BANK1.net852,2,VSSQ,VON
_DRAM_CORE.BANK1.net853,2,VON,VSS
_DRAM_CORE.BANK1.net854,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net855,2,VDD,VDD
_DRAM_CORE.BANK1.net856,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net857,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net858,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net859,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net860,2,VDDQ,VDDQ
_DRAM_CORE.BANK2.net861,3,VDDQ,VDD
_DRAM_CORE.BANK2.net862,3,VDD,VDD
_DRAM_CORE.BANK2.net863,3,VEXT,VOFF
_DRAM_CORE.BANK2.net864,3,VEXT,VSS
_DRAM_CORE.BANK2.net865,3,VDD,VOFF
_DRAM_CORE.BANK2.net866,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net867,3,VOFF,VSS
_DRAM_CORE.BANK2.net868,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net869,3,VON,VSSQ
_DRAM_CORE.BANK2.net870,3,VSSQ,VEXT
_DRAM_CORE.BANK3.net871,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net872,4,VOFF,VDD
_DRAM_CORE.BANK3.net873,4,VON,VDDQ
_DRAM_CORE.BANK3.net874,4,VEXT,VSS
_DRAM_CORE.BANK3.net875,4,VSS,VSS
_DRAM_CORE.BANK3.net876,4,VEXT,VON
_DRAM_CORE.BANK3.net877,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net878,4,VDDQ,VDD
_DRAM_CORE.BANK3.net879,4,VEXT,VEXT
_DRAM_CORE.BANK3.net880,4,VDDQ,VOFF
_DRAM_CORE.BANK0.net881,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net882,1,VSS,VSSQ
_DRAM_CORE.BANK0.net883,1,VSS,VDDQ
_DRAM_CORE.BANK0.net884,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net885,1,VDD,VON
_DRAM_CORE.BANK0.net886,1,VON,VEXT
_DRAM_CORE.BANK0.net887,1,VSSQ,VON
_DRAM_CORE.BANK0.net888,1,VSSQ,VSSQ
_DRAM_CORE.BANK0.net889,1,VSSQ,VDD
_DRAM_CORE.BANK0.net890,1,VSS,VOFF
_DRAM_CORE.BANK1.net891,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net892,2,VEXT,VEXT
_DRAM_CORE.BANK1.net893,2,VSS,VEXT
_DRAM_CORE.BANK1.net894,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net895,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net896,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net897,2,VON,VDD
_DRAM_CORE.BANK1.net898,2,VDD,VSS
_DRAM_CORE.BANK1.net899,2,VEXT,VDD
_DRAM_CORE.BANK1.net900,2,VON,VOFF
_DRAM_CORE.BANK2.net901,3,VON,VON
_DRAM_CORE.BANK2.net902,3,VEXT,VEXT
_DRAM_CORE.BANK2.net903,3,VON,VDD
_DRAM_CORE.BANK2.net904,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net905,3,VDDQ,VON
_DRAM_CORE.BANK2.net906,3,VDDQ,VON
_DRAM_CORE.BANK2.net907,3,VDDQ,VDD
_DRAM_CORE.BANK2.net908,3,VOFF,VOFF
_DRAM_CORE.BANK2.net909,3,VSS,VOFF
_DRAM_CORE.BANK2.net910,3,VSSQ,VSSQ
_DRAM_CORE.BANK3.net911,4,VON,VON
_DRAM_CORE.BANK3.net912,4,VSSQ,VDD
_DRAM_CORE.BANK3.net913,4,VSS,VON
_DRAM_CORE.BANK3.net914,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net915,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net916,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net917,4,VON,VSS
_DRAM_CORE.BANK3.net918,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net919,4,VON,VDD
_DRAM_CORE.BANK3.net920,4,VOFF,VOFF
_DRAM_CORE.BANK0.net921,1,VSS,VSSQ
_DRAM_CORE.BANK0.net922,1,VEXT,VEXT
_DRAM_CORE.BANK0.net923,1,VSS,VSSQ
_DRAM_CORE.BANK0.net924,1,VEXT,VSSQ
_DRAM_CORE.BANK0.net925,1,VSSQ,VON
_DRAM_CORE.BANK0.net926,1,VSS,VON
_DRAM_CORE.BANK0.net927,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net928,1,VDD,VEXT
_DRAM_CORE.BANK0.net929,1,VSS,VON
_DRAM_CORE.BANK0.net930,1,VSS,VSSQ
_DRAM_CORE.BANK1.net931,2,VSS,VON
_DRAM_CORE.BANK1.net932,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net933,2,VEXT,VON
_DRAM_CORE.BANK1.net934,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net935,2,VSS,VDDQ
_DRAM_CORE.BANK1.net936,2,VOFF,VSS
_DRAM_CORE.BANK1.net937,2,VSS,VDD
_DRAM_CORE.BANK1.net938,2,VEXT,VOFF
_DRAM_CORE.BANK1.net939,2,VOFF,VDD
_DRAM_CORE.BANK1.net940,2,VSSQ,VON
_DRAM_CORE.BANK2.net941,3,VOFF,VDD
_DRAM_CORE.BANK2.net942,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net943,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net944,3,VON,VDD
_DRAM_CORE.BANK2.net945,3,VSS,VON
_DRAM_CORE.BANK2.net946,3,VDDQ,VDD
_DRAM_CORE.BANK2.net947,3,VSS,VON
